# date,time_utc,latitude,longitude,satellites,altitude_m,speed_kmh,fix
,,,,,,,NO_FIX
2026-06-20,18:53:46,48.151943,11.582376,12,505.30,3.94,VALID
2026-06-20,18:53:47,48.151932,11.582354,12,506.90,5.61,VALID
2026-06-20,18:53:48,48.151917,11.582347,12,506.10,5.93,VALID
2026-06-20,18:53:49,48.151901,11.582348,12,505.70,5.04,VALID
2026-06-20,18:53:50,48.151886,11.582346,12,505.50,4.78,VALID
2026-06-20,18:53:51,48.151872,11.582330,12,506.10,5.32,VALID
2026-06-20,18:53:52,48.151861,11.582321,12,506.40,4.57,VALID
2026-06-20,18:53:53,48.151851,11.582307,12,506.80,4.24,VALID
2026-06-20,18:53:54,48.151839,11.582288,12,507.50,5.43,VALID
2026-06-20,18:53:55,48.151824,11.582278,12,508.00,6.32,VALID
2026-06-20,18:53:56,48.151812,11.582270,12,508.00,5.33,VALID
2026-06-20,18:53:57,48.151800,11.582265,12,508.10,4.94,VALID
2026-06-20,18:53:58,48.151787,11.582261,12,507.50,5.63,VALID
2026-06-20,18:53:59,48.151773,11.582238,12,509.50,3.09,VALID
2026-06-20,18:54:00,48.151756,11.582225,12,510.20,6.98,VALID
2026-06-20,18:54:01,48.151744,11.582221,12,510.90,4.24,VALID
2026-06-20,18:54:02,48.151729,11.582204,12,512.20,4.07,VALID
2026-06-20,18:54:03,48.151715,11.582199,12,512.70,4.30,VALID
2026-06-20,18:54:04,48.151703,11.582200,12,512.50,4.65,VALID
2026-06-20,18:54:05,48.151693,11.582195,12,512.30,2.96,VALID
2026-06-20,18:54:06,48.151682,11.582188,12,512.10,4.74,VALID
2026-06-20,18:54:07,48.151669,11.582172,12,512.40,4.83,VALID
2026-06-20,18:54:08,48.151657,11.582164,12,512.70,4.98,VALID
2026-06-20,18:54:09,48.151644,11.582157,12,513.00,4.48,VALID
2026-06-20,18:54:10,48.151635,11.582163,12,512.20,3.91,VALID
2026-06-20,18:54:11,48.151518,11.581534,12,552.40,4.96,VALID
2026-06-20,18:54:12,48.151550,11.581523,12,556.20,4.78,VALID
2026-06-20,18:54:13,48.151550,11.581500,12,557.90,4.89,VALID
2026-06-20,18:54:14,48.151536,11.581499,12,558.80,3.37,VALID
2026-06-20,18:54:15,48.151533,11.581473,12,562.70,3.43,VALID
2026-06-20,18:54:16,48.151533,11.581481,12,564.00,4.11,VALID
2026-06-20,18:54:17,48.151519,11.581467,12,562.20,3.91,VALID
2026-06-20,18:54:18,48.151506,11.581459,12,560.70,4.57,VALID
2026-06-20,18:54:19,48.151495,11.581452,12,561.30,5.11,VALID
2026-06-20,18:54:20,48.151483,11.581446,12,561.90,4.41,VALID
2026-06-20,18:54:21,48.151473,11.581435,12,561.40,5.02,VALID
2026-06-20,18:54:22,48.151468,11.581439,12,561.60,5.43,VALID
2026-06-20,18:54:23,48.151459,11.581433,12,562.00,3.96,VALID
2026-06-20,18:54:24,48.151453,11.581432,12,561.10,4.41,VALID
2026-06-20,18:54:25,48.151444,11.581435,12,562.00,4.69,VALID
2026-06-20,18:54:26,48.151423,11.581429,12,562.60,5.44,VALID
2026-06-20,18:54:27,48.151394,11.581430,12,565.00,5.78,VALID
2026-06-20,18:54:28,48.151384,11.581424,12,565.10,5.26,VALID
2026-06-20,18:54:29,48.151371,11.581417,12,564.40,6.26,VALID
2026-06-20,18:54:30,48.151358,11.581409,12,564.60,4.72,VALID
2026-06-20,18:54:31,48.151353,11.581406,12,564.40,3.07,VALID
2026-06-20,18:54:32,48.151348,11.581406,12,564.10,2.30,VALID
2026-06-20,18:54:33,48.151332,11.581404,12,563.30,4.13,VALID
2026-06-20,18:54:34,48.151320,11.581400,12,562.40,4.80,VALID
2026-06-20,18:54:35,48.151308,11.581396,12,561.70,4.85,VALID
2026-06-20,18:54:36,48.151298,11.581392,12,560.70,4.02,VALID
2026-06-20,18:54:37,48.151284,11.581390,12,560.40,4.22,VALID
2026-06-20,18:54:38,48.151272,11.581388,12,560.20,4.33,VALID
2026-06-20,18:54:39,48.151265,11.581386,12,559.10,3.33,VALID
2026-06-20,18:54:40,48.151259,11.581386,12,557.40,3.52,VALID
2026-06-20,18:54:41,48.151247,11.581382,12,556.00,4.17,VALID
2026-06-20,18:54:42,48.151238,11.581379,12,555.00,4.30,VALID
2026-06-20,18:54:43,48.151231,11.581379,12,554.90,4.24,VALID
2026-06-20,18:54:44,48.151224,11.581371,12,554.60,3.93,VALID
2026-06-20,18:54:45,48.151213,11.581356,12,554.10,6.11,VALID
2026-06-20,18:54:46,48.151201,11.581347,12,553.70,5.72,VALID
2026-06-20,18:54:47,48.151184,11.581345,12,553.30,5.74,VALID
2026-06-20,18:54:48,48.151166,11.581337,12,553.60,5.98,VALID
2026-06-20,18:54:49,48.151149,11.581331,12,553.60,5.61,VALID
2026-06-20,18:54:50,48.151136,11.581328,12,553.10,3.54,VALID
2026-06-20,18:54:51,48.151133,11.581326,12,553.20,0.85,VALID
2026-06-20,18:54:52,48.151132,11.581329,12,553.20,1.98,VALID
2026-06-20,18:54:53,48.151128,11.581327,12,553.50,1.78,VALID
2026-06-20,18:54:54,48.151136,11.581332,12,551.70,3.30,VALID
2026-06-20,18:54:55,48.151150,11.581346,12,555.10,9.74,VALID
2026-06-20,18:54:56,48.151165,11.581350,12,555.10,5.44,VALID
2026-06-20,18:54:57,48.151164,11.581346,12,555.30,1.83,VALID
2026-06-20,18:54:58,48.151165,11.581345,12,554.20,0.54,VALID
2026-06-20,18:54:59,48.151168,11.581347,12,553.90,2.37,VALID
2026-06-20,18:55:00,48.151176,11.581353,12,553.80,3.52,VALID
2026-06-20,18:55:01,48.151180,11.581353,12,553.60,1.96,VALID
2026-06-20,18:55:02,48.151174,11.581348,12,553.80,2.59,VALID
2026-06-20,18:55:03,48.151166,11.581344,12,553.20,1.78,VALID
2026-06-20,18:55:04,48.151156,11.581337,12,552.50,4.54,VALID
2026-06-20,18:55:05,48.151146,11.581338,12,552.50,4.04,VALID
2026-06-20,18:55:06,48.151133,11.581339,12,552.50,4.72,VALID
2026-06-20,18:55:07,48.151127,11.581347,12,552.60,2.15,VALID
2026-06-20,18:55:08,48.151122,11.581352,12,552.30,1.41,VALID
2026-06-20,18:55:09,48.151116,11.581355,12,552.80,2.04,VALID
2026-06-20,18:55:11,48.151108,11.581375,12,553.00,2.78,VALID
2026-06-20,18:55:12,48.151094,11.581381,12,552.50,4.98,VALID
2026-06-20,18:55:13,48.151082,11.581389,12,551.70,4.17,VALID
2026-06-20,18:55:14,48.151062,11.581379,12,551.50,5.78,VALID
2026-06-20,18:55:15,48.151034,11.581377,11,552.20,8.65,VALID
2026-06-20,18:55:16,48.151005,11.581379,11,552.50,11.17,VALID
2026-06-20,18:55:17,48.150984,11.581366,12,553.60,9.93,VALID
2026-06-20,18:55:18,48.150967,11.581347,12,554.90,9.54,VALID
2026-06-20,18:55:19,48.150947,11.581328,8,555.50,9.48,VALID
2026-06-20,18:55:20,48.150923,11.581307,11,556.00,11.41,VALID
2026-06-20,18:55:21,48.150900,11.581283,11,556.00,11.41,VALID
2026-06-20,18:55:22,48.150881,11.581259,12,556.90,11.17,VALID
2026-06-20,18:55:23,48.150825,11.581223,10,558.10,16.63,VALID
2026-06-20,18:55:24,48.150790,11.581190,10,558.60,16.63,VALID
2026-06-20,18:55:25,48.150755,11.581157,11,559.10,16.63,VALID
2026-06-20,18:55:26,48.150694,11.581111,10,559.70,20.35,VALID
2026-06-20,18:55:27,48.150648,11.581080,10,560.10,20.35,VALID
2026-06-20,18:55:28,48.150601,11.581050,12,560.50,20.35,VALID
2026-06-20,18:55:29,48.150481,11.581015,12,560.60,27.87,VALID
2026-06-20,18:55:30,48.150415,11.580983,12,560.90,27.87,VALID
2026-06-20,18:55:31,48.150345,11.580954,12,561.10,29.04,VALID
2026-06-20,18:55:32,48.150296,11.580937,12,560.80,30.74,VALID
2026-06-20,18:55:33,48.150223,11.580902,10,561.00,30.74,VALID
2026-06-20,18:55:34,48.150150,11.580867,10,561.20,30.74,VALID
2026-06-20,18:55:35,48.150010,11.580779,7,560.70,34.30,VALID
2026-06-20,18:55:36,48.149929,11.580738,6,560.80,34.30,VALID
2026-06-20,18:55:37,48.149848,11.580697,7,561.00,34.30,VALID
2026-06-20,18:55:38,48.149740,11.580636,9,560.30,35.43,VALID
2026-06-20,18:55:39,48.149656,11.580595,7,560.50,35.43,VALID
2026-06-20,18:55:40,48.149571,11.580555,5,560.60,35.43,VALID
2026-06-20,18:55:41,48.149526,11.580576,7,557.10,34.37,VALID
2026-06-20,18:55:42,48.149444,11.580537,7,557.10,34.37,VALID
2026-06-20,18:55:43,48.149362,11.580499,4,557.00,34.37,VALID
2026-06-20,18:55:44,48.149262,11.580519,7,558.20,36.04,VALID
2026-06-20,18:55:45,48.149176,11.580481,7,558.30,36.04,VALID
2026-06-20,18:55:46,48.149091,11.580391,9,568.60,36.41,VALID
2026-06-20,18:55:47,48.148980,11.580371,7,569.80,36.50,VALID
2026-06-20,18:55:48,48.148893,11.580332,4,570.20,36.50,VALID
2026-06-20,18:55:49,48.148806,11.580293,6,570.70,36.50,VALID
2026-06-20,18:55:50,48.148742,11.580261,7,566.90,36.32,VALID
2026-06-20,18:55:51,48.148655,11.580224,6,567.20,36.32,VALID
2026-06-20,18:55:52,48.148568,11.580186,7,567.60,36.32,VALID
2026-06-20,18:55:53,48.148434,11.580126,7,562.50,38.17,VALID
2026-06-20,18:55:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:55:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:55:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:55:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:55:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:56:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:57:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:58:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,18:59:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:09,48.148434,11.580126,0,562.50,38.17,VALID
