# date,time_utc,latitude,longitude,satellites,altitude_m,speed_kmh,fix
,,,,,,,NO_FIX
2026-06-20,19:00:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:00:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:01:58,48.148434,11.580126,3,562.50,38.17,VALID
2026-06-20,19:01:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:25,48.148434,11.580126,3,562.50,38.17,VALID
2026-06-20,19:02:26,48.148434,11.580126,3,562.50,38.17,VALID
2026-06-20,19:02:27,48.148434,11.580126,3,562.50,38.17,VALID
2026-06-20,19:02:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:02:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:03:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:04:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:26,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:27,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:28,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:29,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:30,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:31,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:32,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:33,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:34,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:35,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:36,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:37,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:38,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:39,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:40,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:41,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:42,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:43,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:44,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:45,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:46,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:47,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:48,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:49,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:50,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:51,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:52,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:53,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:54,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:55,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:56,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:57,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:58,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:05:59,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:00,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:01,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:02,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:03,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:04,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:05,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:06,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:07,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:08,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:09,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:10,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:11,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:12,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:13,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:14,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:15,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:16,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:17,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:18,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:19,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:20,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:21,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:22,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:23,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:24,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:25,48.148434,11.580126,0,562.50,38.17,VALID
2026-06-20,19:06:26,48.148434,11.580126,0,562.50,38.17,VALID
